chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2025-09-06,50,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE",53,50,8
2025-09-06,51,Strategy,Twice,57,51,6
2025-09-06,52,Ceremony,Stray Kids,0,52,1
2025-09-06,53,Sugar On My Tongue,"Tyler, the Creator",49,41,6
2025-09-06,54,Somewhere Over Laredo,Lainey Wilson,54,54,8
2025-09-06,55,6 Months Later,Megan Moroney,51,30,10
2025-09-06,56,House Again,Hudson Westbrook,56,56,19
2025-09-06,57,Wildflower,Billie Eilish,59,17,63
2025-09-06,58,20 Cigarettes,Morgan Wallen,55,20,15
2025-09-06,59,Is It A Crime,Mariah the Scientist & Kali Uchis,95,59,3
2025-09-06,60,12 To 12,sombr,0,60,2
2025-09-06,61,Box Me Up,BigXthaPlug Featuring Jelly Roll,0,61,1
2025-09-06,62,Amen,Shaboozey & Jelly Roll,58,56,18
2025-09-06,63,Gabriela,KATSEYE,72,63,6
2025-09-06,64,Your Way's Better,Forrest Frank,62,61,19
2025-09-06,65,Miami,Morgan Wallen Featuring Lil Wayne & Rick Ross,52,21,8
2025-09-06,66,Just Keep Watching,Tate McRae,63,33,13
2025-09-06,67,Better Me For You (Brown Eyes),Max McNown,68,50,11
2025-09-06,68,Party 4 U,Charli xcx,71,55,19
2025-09-06,69,Don't Mind If I Do,Riley Green Featuring Ella Langley,78,69,4
2025-09-06,70,Marlboro Rojo,Fuerza Regida,69,64,15
2025-09-06,71,Revolving Door,Tate McRae,79,22,20
2025-09-06,72,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",65,44,15
2025-09-06,73,Different Species,Offset & Gunna,0,73,1
2025-09-06,74,Outside,Cardi B,60,10,10
2025-09-06,75,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,67,8,19
2025-09-06,76,Nice To Meet You,Myles Smith,80,76,12
2025-09-06,77,Sparks,Coldplay,81,77,7
2025-09-06,78,Jump,BLACKPINK,74,28,7
2025-09-06,79,So Far So Fake,Pierce the Veil,64,64,4
2025-09-06,80,Superman,Morgan Wallen,75,8,16
2025-09-06,81,wgft,Gunna Featuring Burna Boy,93,81,3
2025-09-06,82,Man I Need,Olivia Dean,0,82,1
2025-09-06,83,Eternity,Alex Warren,66,16,6
2025-09-06,84,Which One,Drake & Central Cee,73,23,5
2025-09-06,85,Last One To Know,Gavin Adcock,77,77,2
2025-09-06,86,Heart Of Stone,Jelly Roll,86,86,2
2025-09-06,87,Went Legit,G Herbo,82,81,8
2025-09-06,88,Sacrifice,Mariah the Scientist,0,88,1
2025-09-06,89,Frecuencia,Dareyes de La Sierra,83,82,6
2025-09-06,90,Typa,Glorilla,88,42,11
2025-09-06,91,Lover Girl,Laufey,0,91,1
2025-09-06,92,Holy Water,Marshmello x Jelly Roll,0,92,1
2025-09-06,93,Let Down,Radiohead,91,91,2
2025-09-06,94,Somebody,Latto,97,94,3
2025-09-06,95,TN,Morgan Wallen,87,31,15
2025-09-06,96,Ring Ring Ring,"Tyler, the Creator",85,44,6
2025-09-06,97,Bloodline,Alex Warren With Jelly Roll,94,32,13
2025-09-06,98,Gnarly,KATSEYE,0,90,6
2025-09-06,99,Tu Sancho,Fuerza Regida,92,65,10
2025-09-06,100,What Kinda Man,Parker McCollum,98,98,2
2025-09-13,1,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",1,1,11
2025-09-13,2,Ordinary,Alex Warren,2,1,30
2025-09-13,3,Tears,Sabrina Carpenter,0,3,1
2025-09-13,4,Manchild,Sabrina Carpenter,7,1,13
2025-09-13,5,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",4,4,11
2025-09-13,6,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",5,5,10
2025-09-13,7,What I Want,Morgan Wallen Featuring Tate McRae,3,1,16
2025-09-13,8,Love Me Not,Ravyn Lenae,6,5,23
2025-09-13,9,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",9,9,10
2025-09-13,10,Lose Control,Teddy Swims,8,1,107
2025-09-13,11,Daisies,Justin Bieber,11,2,8
2025-09-13,12,Nobody's Son,Sabrina Carpenter,0,12,1
2025-09-13,13,I Got Better,Morgan Wallen,18,7,16
2025-09-13,14,Die With A Smile,Lady Gaga & Bruno Mars,10,1,55
2025-09-13,15,My Man On Willpower,Sabrina Carpenter,0,15,1
2025-09-13,16,A Bar Song (Tipsy),Shaboozey,13,1,73
2025-09-13,17,When Did You Get Hot?,Sabrina Carpenter,0,17,1
2025-09-13,18,Good News,Shaboozey,14,12,41
2025-09-13,19,Just In Case,Morgan Wallen,12,2,24
2025-09-13,20,Sugar Talking,Sabrina Carpenter,0,20,1
2025-09-13,21,Mutt,Leon Thomas,15,12,31
2025-09-13,22,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",19,19,10
2025-09-13,23,Beautiful Things,Benson Boone,17,2,84
2025-09-13,24,Go Go Juice,Sabrina Carpenter,0,24,1
2025-09-13,25,Pink Pony Club,Chappell Roan,20,4,64
2025-09-13,26,I'm The Problem,Morgan Wallen,16,2,31
2025-09-13,27,House Tour,Sabrina Carpenter,0,27,1
2025-09-13,28,Undressed,sombr,24,24,22
2025-09-13,29,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",21,21,10
2025-09-13,30,Never Getting Laid,Sabrina Carpenter,0,30,1
2025-09-13,31,We Almost Broke Up Again Last Night,Sabrina Carpenter,0,31,1
2025-09-13,32,Free,"Rumi, JINU, EJAE & Andrew Choi",23,23,10
2025-09-13,33,Goodbye,Sabrina Carpenter,0,33,1
2025-09-13,34,Luther,Kendrick Lamar & SZA,26,1,41
2025-09-13,35,All The Way,BigXthaPlug Featuring Bailey Zimmerman,22,4,22
2025-09-13,36,Mystical Magical,Benson Boone,27,17,19
2025-09-13,37,Back To Friends,sombr,31,30,23
2025-09-13,38,Backup Plan,Bailey Zimmerman & Luke Combs,30,30,18
2025-09-13,39,Don't Worry I'll Make You Worry,Sabrina Carpenter,0,39,1
2025-09-13,40,Sorry I'm Here For Someone Else,Benson Boone,32,19,27
2025-09-13,41,Yukon,Justin Bieber,33,17,8
2025-09-13,42,Burning Blue,Mariah the Scientist,29,25,18
2025-09-13,43,It Depends,Chris Brown Featuring Bryson Tiller,34,32,6
2025-09-13,44,Folded,Kehlani,37,35,12
2025-09-13,45,Happen To Me,Russell Dickerson,38,38,20
2025-09-13,46,Worst Way,Riley Green,40,20,34
2025-09-13,47,Blue Strips,jessie murph,39,15,21
2025-09-13,48,Hell At Night,BigXthaPlug Featuring Ella Langley,35,35,4
2025-09-13,49,Jealous Type,Doja Cat,28,28,2
2025-09-13,50,The Subway,Chappell Roan,36,3,5
2025-09-13,51,No Broke Boys,Disco Lines & Tinashe,45,45,8
2025-09-13,52,Bar None,Jordan Davis,44,43,9
2025-09-13,53,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,47,47,11
2025-09-13,54,After All The Bars Are Closed,Thomas Rhett,42,35,19
2025-09-13,55,Man I Need,Olivia Dean,82,55,2
2025-09-13,56,Back In The Saddle,Luke Combs,49,38,6
2025-09-13,57,Sugar On My Tongue,"Tyler, the Creator",53,41,7
2025-09-13,58,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE",50,50,9
2025-09-13,59,Strategy,Twice,51,51,7
2025-09-13,60,House Again,Hudson Westbrook,56,56,20
2025-09-13,61,12 To 12,sombr,60,60,3
2025-09-13,62,What Did I Miss?,Drake,48,2,9
2025-09-13,63,Somewhere Over Laredo,Lainey Wilson,54,54,9
2025-09-13,64,Gabriela,KATSEYE,63,63,7
2025-09-13,65,6 Months Later,Megan Moroney,55,30,11
2025-09-13,66,Wildflower,Billie Eilish,57,17,64
2025-09-13,67,Amen,Shaboozey & Jelly Roll,62,56,19
2025-09-13,68,Revolving Door,Tate McRae,71,22,21
2025-09-13,69,Better Me For You (Brown Eyes),Max McNown,67,50,12
2025-09-13,70,Just Keep Watching,Tate McRae,66,33,14
2025-09-13,71,20 Cigarettes,Morgan Wallen,58,20,16
2025-09-13,72,wgft,Gunna Featuring Burna Boy,81,72,4
2025-09-13,73,Eternity,Alex Warren,83,16,7
2025-09-13,74,Your Way's Better,Forrest Frank,64,61,20
2025-09-13,75,Good Times & Tan Lines,Zach Top,0,75,1
2025-09-13,76,Don't Mind If I Do,Riley Green Featuring Ella Langley,69,69,5
2025-09-13,77,Party 4 U,Charli xcx,68,55,20
2025-09-13,78,Marlboro Rojo,Fuerza Regida,70,64,16
2025-09-13,79,Sparks,Coldplay,77,77,8
2025-09-13,80,Nice To Meet You,Myles Smith,76,76,13
2025-09-13,81,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",72,44,16
2025-09-13,82,Heart Of Stone,Jelly Roll,86,82,3
2025-09-13,83,Last One To Know,Gavin Adcock,85,77,3
2025-09-13,84,Is It A Crime,Mariah the Scientist & Kali Uchis,59,59,4
2025-09-13,85,Miami,Morgan Wallen Featuring Lil Wayne & Rick Ross,65,21,9
2025-09-13,86,Jump,BLACKPINK,78,28,8
2025-09-13,87,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,75,8,20
2025-09-13,88,Outside,Cardi B,74,10,11
2025-09-13,89,Frecuencia,Dareyes de La Sierra,89,82,7
2025-09-13,90,Went Legit,G Herbo,87,81,9
2025-09-13,91,Superman,Morgan Wallen,80,8,17
2025-09-13,92,So Far So Fake,Pierce the Veil,79,64,5
2025-09-13,93,Holy Water,Marshmello x Jelly Roll,92,92,2
2025-09-13,94,Let Down,Radiohead,93,91,3
2025-09-13,95,Typa,Glorilla,90,42,12
2025-09-13,96,Which One,Drake & Central Cee,84,23,6
2025-09-13,97,She Ready,Key Glock,0,97,1
2025-09-13,98,South Of Sanity,Zach Top,0,98,1
2025-09-13,99,Different Species,Offset & Gunna,73,73,2
2025-09-13,100,Gnarly,KATSEYE,98,90,7
2025-09-20,1,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",1,1,12
2025-09-20,2,Ordinary,Alex Warren,2,1,31
2025-09-20,3,Manchild,Sabrina Carpenter,4,1,14
2025-09-20,4,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",5,4,12
2025-09-20,5,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",6,5,11
2025-09-20,6,Tears,Sabrina Carpenter,3,3,2
2025-09-20,7,What I Want,Morgan Wallen Featuring Tate McRae,7,1,17
2025-09-20,8,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",9,8,11
2025-09-20,9,Love Me Not,Ravyn Lenae,8,5,24
2025-09-20,10,Daisies,Justin Bieber,11,2,9
2025-09-20,11,Lose Control,Teddy Swims,10,1,108
2025-09-20,12,Die With A Smile,Lady Gaga & Bruno Mars,14,1,56
2025-09-20,13,I Got Better,Morgan Wallen,13,7,17
2025-09-20,14,Mutt,Leon Thomas,21,12,32
2025-09-20,15,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",22,15,11
2025-09-20,16,A Bar Song (Tipsy),Shaboozey,16,1,74
2025-09-20,17,Beautiful Things,Benson Boone,23,2,85
2025-09-20,18,Just In Case,Morgan Wallen,19,2,25
2025-09-20,19,Good News,Shaboozey,18,12,42
2025-09-20,20,Undressed,sombr,28,20,23
2025-09-20,21,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",29,21,11
2025-09-20,22,I'm The Problem,Morgan Wallen,26,2,32
2025-09-20,23,Pink Pony Club,Chappell Roan,25,4,65
2025-09-20,24,Free,"Rumi, JINU, EJAE & Andrew Choi",32,23,11
2025-09-20,25,Back To Friends,sombr,37,25,24
2025-09-20,26,Luther,Kendrick Lamar & SZA,34,1,42
2025-09-20,27,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain",0,27,21
2025-09-20,28,Nobody's Son,Sabrina Carpenter,12,12,2
2025-09-20,29,Mystical Magical,Benson Boone,36,17,20
2025-09-20,30,When Did You Get Hot?,Sabrina Carpenter,17,17,2
2025-09-20,31,Happen To Me,Russell Dickerson,45,31,21
2025-09-20,32,All The Way,BigXthaPlug Featuring Bailey Zimmerman,35,4,23
2025-09-20,33,Yukon,Justin Bieber,41,17,9
2025-09-20,34,Folded,Kehlani,44,34,13
2025-09-20,35,Burning Blue,Mariah the Scientist,42,25,19
2025-09-20,36,Sorry I'm Here For Someone Else,Benson Boone,40,19,28
2025-09-20,37,Man I Need,Olivia Dean,55,37,3
2025-09-20,38,It Depends,Chris Brown Featuring Bryson Tiller,43,32,7
2025-09-20,39,House Tour,Sabrina Carpenter,27,27,2
2025-09-20,40,The Dead Dance,Lady Gaga,0,40,1
2025-09-20,41,Go Go Juice,Sabrina Carpenter,24,24,2
2025-09-20,42,My Man On Willpower,Sabrina Carpenter,15,15,2
2025-09-20,43,Bar None,Jordan Davis,52,43,10
2025-09-20,44,Sugar Talking,Sabrina Carpenter,20,20,2
2025-09-20,45,Worst Way,Riley Green,46,20,35
2025-09-20,46,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,53,46,12
2025-09-20,47,Goodbye,Sabrina Carpenter,33,33,2
2025-09-20,48,No Broke Boys,Disco Lines & Tinashe,51,45,9
2025-09-20,49,Blue Strips,jessie murph,47,15,22
2025-09-20,50,Jealous Type,Doja Cat,49,28,3
2025-09-20,51,Backup Plan,Bailey Zimmerman & Luke Combs,38,30,19
2025-09-20,52,After All The Bars Are Closed,Thomas Rhett,54,35,20
2025-09-20,53,12 To 12,sombr,61,53,4
2025-09-20,54,Back In The Saddle,Luke Combs,56,38,7
2025-09-20,55,Never Getting Laid,Sabrina Carpenter,30,30,2
2025-09-20,56,Sugar On My Tongue,"Tyler, the Creator",57,41,8
2025-09-20,57,Gabriela,KATSEYE,64,57,8
2025-09-20,58,The Subway,Chappell Roan,50,3,6
2025-09-20,59,Hell At Night,BigXthaPlug Featuring Ella Langley,48,35,5
2025-09-20,60,Revolving Door,Tate McRae,68,22,22
2025-09-20,61,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE",58,50,10
2025-09-20,62,Strategy,Twice,59,51,8
2025-09-20,63,House Again,Hudson Westbrook,60,56,21
2025-09-20,64,Somewhere Over Laredo,Lainey Wilson,63,54,10
2025-09-20,65,We Almost Broke Up Again Last Night,Sabrina Carpenter,31,31,2
2025-09-20,66,Speed Demon,Justin Bieber,0,66,1
2025-09-20,67,Just Keep Watching,Tate McRae,70,33,15
2025-09-20,68,6 Months Later,Megan Moroney,65,30,12
2025-09-20,69,wgft,Gunna Featuring Burna Boy,72,69,5
2025-09-20,70,Wildflower,Billie Eilish,66,17,65
2025-09-20,71,What Did I Miss?,Drake,62,2,10
2025-09-20,72,Amen,Shaboozey & Jelly Roll,67,56,20
2025-09-20,73,Don't Worry I'll Make You Worry,Sabrina Carpenter,39,39,2
2025-09-20,74,Eternity,Alex Warren,73,16,8
2025-09-20,75,Better Me For You (Brown Eyes),Max McNown,69,50,13
2025-09-20,76,Your Way's Better,Forrest Frank,74,61,21
2025-09-20,77,Sienna,The Marias,0,77,1
2025-09-20,78,Heart Of Stone,Jelly Roll,82,78,4
2025-09-20,79,Tiramisu,Don Toliver,0,79,1
2025-09-20,80,Don't Mind If I Do,Riley Green Featuring Ella Langley,76,69,6
2025-09-20,81,Nice To Meet You,Myles Smith,80,76,14
2025-09-20,82,Last One To Know,Gavin Adcock,83,77,4
2025-09-20,83,Sparks,Coldplay,79,77,9
2025-09-20,84,Marlboro Rojo,Fuerza Regida,78,64,17
2025-09-20,85,Is It A Crime,Mariah the Scientist & Kali Uchis,84,59,5
2025-09-20,86,Party 4 U,Charli xcx,77,55,21
2025-09-20,87,20 Cigarettes,Morgan Wallen,71,20,17
2025-09-20,88,Love Song,Justin Bieber,0,88,1
2025-09-20,89,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",81,44,17
2025-09-20,90,Typa,Glorilla,95,42,13
2025-09-20,91,She Ready,Key Glock,97,91,2
2025-09-20,92,Jump,BLACKPINK,86,28,9
2025-09-20,93,Frecuencia,Dareyes de La Sierra,89,82,8
2025-09-20,94,Good Times & Tan Lines,Zach Top,75,75,2
2025-09-20,95,Let Down,Radiohead,94,91,4
2025-09-20,96,Outside,Cardi B,88,10,12
2025-09-20,97,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,87,8,21
2025-09-20,98,Which One,Drake & Central Cee,96,23,7
2025-09-20,99,Miami,Morgan Wallen Featuring Lil Wayne & Rick Ross,85,21,10
2025-09-20,100,So Far So Fake,Pierce the Veil,92,64,6
2025-09-27,1,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",1,1,13
2025-09-27,2,Ordinary,Alex Warren,2,1,32
2025-09-27,3,Manchild,Sabrina Carpenter,3,1,15
2025-09-27,4,What I Want,Morgan Wallen Featuring Tate McRae,7,1,18
2025-09-27,5,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",5,5,12
2025-09-27,6,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",4,4,13
2025-09-27,7,Love Me Not,Ravyn Lenae,9,5,25
2025-09-27,8,Daisies,Justin Bieber,10,2,10
2025-09-27,9,Lose Control,Teddy Swims,11,1,109
2025-09-27,10,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",8,8,12
2025-09-27,11,Die With A Smile,Lady Gaga & Bruno Mars,12,1,57
2025-09-27,12,Tears,Sabrina Carpenter,6,3,3
2025-09-27,13,I Got Better,Morgan Wallen,13,7,18
2025-09-27,14,Mutt,Leon Thomas,14,12,33
2025-09-27,15,A Bar Song (Tipsy),Shaboozey,16,1,75
2025-09-27,16,Beautiful Things,Benson Boone,17,2,86
2025-09-27,17,Just In Case,Morgan Wallen,18,2,26
2025-09-27,18,Undressed,sombr,20,18,24
2025-09-27,19,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",15,15,12
2025-09-27,20,Good News,Shaboozey,19,12,43
2025-09-27,21,I'm The Problem,Morgan Wallen,22,2,33
2025-09-27,22,Pink Pony Club,Chappell Roan,23,4,66
2025-09-27,23,Back To Friends,sombr,25,23,25
2025-09-27,24,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",21,21,12
2025-09-27,25,Mystical Magical,Benson Boone,29,17,21
2025-09-27,26,Luther,Kendrick Lamar & SZA,26,1,43
2025-09-27,27,Free,"Rumi, JINU, EJAE & Andrew Choi",24,23,12
2025-09-27,28,Happen To Me,Russell Dickerson,31,28,22
2025-09-27,29,Folded,Kehlani,34,29,14
2025-09-27,30,Man I Need,Olivia Dean,37,30,4
2025-09-27,31,When Did You Get Hot?,Sabrina Carpenter,30,17,3
2025-09-27,32,Yukon,Justin Bieber,33,17,10
2025-09-27,33,Burning Blue,Mariah the Scientist,35,25,20
2025-09-27,34,It Depends,Chris Brown Featuring Bryson Tiller,38,32,8
2025-09-27,35,All The Way,BigXthaPlug Featuring Bailey Zimmerman,32,4,24
2025-09-27,36,Nobody's Son,Sabrina Carpenter,28,12,3
2025-09-27,37,Sorry I'm Here For Someone Else,Benson Boone,36,19,29
2025-09-27,38,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,46,38,13
2025-09-27,39,No Broke Boys,Disco Lines & Tinashe,48,39,10
2025-09-27,40,Somebody Loves Me,"PARTYNEXTDOOR, Drake & Cash Cobain",27,27,22
2025-09-27,41,12 To 12,sombr,53,41,5
2025-09-27,42,Worst Way,Riley Green,45,20,36
2025-09-27,43,Bar None,Jordan Davis,43,43,11
2025-09-27,44,The Dead Dance,Lady Gaga,40,40,2
2025-09-27,45,Gabriela,KATSEYE,57,45,9
2025-09-27,46,Revolving Door,Tate McRae,60,22,23
2025-09-27,47,Back In The Saddle,Luke Combs,54,38,8
2025-09-27,48,After All The Bars Are Closed,Thomas Rhett,52,35,21
2025-09-27,49,Jealous Type,Doja Cat,50,28,4
2025-09-27,50,House Tour,Sabrina Carpenter,39,27,3
2025-09-27,51,Hell At Night,BigXthaPlug Featuring Ella Langley,59,35,6
2025-09-27,52,Sugar On My Tongue,"Tyler, the Creator",56,41,9
2025-09-27,53,Dog House,"Drake, Julia Wolf & Yeat",0,53,1
2025-09-27,54,House Again,Hudson Westbrook,63,54,22
2025-09-27,55,Just Keep Watching,Tate McRae,67,33,16
2025-09-27,56,6 Months Later,Megan Moroney,68,30,13
2025-09-27,57,Somewhere Over Laredo,Lainey Wilson,64,54,11
2025-09-27,58,Camera,Ed Sheeran,0,58,1
2025-09-27,59,Takedown,"JEONGYEON, JIHYO & CHAEYOUNG Of TWICE",61,50,11
2025-09-27,60,Backup Plan,Bailey Zimmerman & Luke Combs,51,30,20
2025-09-27,61,Strategy,Twice,62,51,9
2025-09-27,62,Go Go Juice,Sabrina Carpenter,41,24,3
2025-09-27,63,The Subway,Chappell Roan,58,3,7
2025-09-27,64,Your Way's Better,Forrest Frank,76,61,22
2025-09-27,65,Wildflower,Billie Eilish,70,17,66
2025-09-27,66,wgft,Gunna Featuring Burna Boy,69,66,6
2025-09-27,67,Sugar Talking,Sabrina Carpenter,44,20,3
2025-09-27,68,My Man On Willpower,Sabrina Carpenter,42,15,3
2025-09-27,69,Heart Of Stone,Jelly Roll,78,69,5
2025-09-27,70,Goodbye,Sabrina Carpenter,47,33,3
2025-09-27,71,Last One To Know,Gavin Adcock,82,71,5
2025-09-27,72,Amen,Shaboozey & Jelly Roll,72,56,21
2025-09-27,73,Better Me For You (Brown Eyes),Max McNown,75,50,14
2025-09-27,74,Sienna,The Marias,77,74,2
2025-09-27,75,Eternity,Alex Warren,74,16,9
2025-09-27,76,Don't Mind If I Do,Riley Green Featuring Ella Langley,80,69,7
2025-09-27,77,Charlie,Tom MacDonald,0,77,1
2025-09-27,78,Marlboro Rojo,Fuerza Regida,84,64,18
2025-09-27,79,Nice To Meet You,Myles Smith,81,76,15
2025-09-27,80,What Did I Miss?,Drake,71,2,11
2025-09-27,81,Is It A Crime,Mariah the Scientist & Kali Uchis,85,59,6
2025-09-27,82,20 Cigarettes,Morgan Wallen,87,20,18
2025-09-27,83,City Walls,Twenty One Pilots,0,83,1
2025-09-27,84,Never Getting Laid,Sabrina Carpenter,55,30,3
2025-09-27,85,Sparks,Coldplay,83,77,10
2025-09-27,86,Breakin' Dishes,Rihanna,0,86,1
2025-09-27,87,Typa,Glorilla,90,42,14
2025-09-27,88,How Far Does A Goodbye Go,Jason Aldean,0,88,1
2025-09-27,89,I'm A Little Crazy,Morgan Wallen,0,17,17
2025-09-27,90,Shot Callin,YoungBoy Never Broke Again,0,90,1
2025-09-27,91,We Almost Broke Up Again Last Night,Sabrina Carpenter,65,31,3
2025-09-27,92,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",89,44,18
2025-09-27,93,Outside,Cardi B,96,10,13
2025-09-27,94,Frecuencia,Dareyes de La Sierra,93,82,9
2025-09-27,95,Jump,BLACKPINK,92,28,10
2025-09-27,96,She Ready,Key Glock,91,91,3
2025-09-27,97,Gnarly,KATSEYE,0,90,8
2025-09-27,98,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,97,8,22
2025-09-27,99,Which One,Drake & Central Cee,98,23,8
2025-09-27,100,Let Down,Radiohead,95,91,5
2025-10-04,1,Golden,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",1,1,14
2025-10-04,2,Ordinary,Alex Warren,2,1,33
2025-10-04,3,Soda Pop,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",5,3,13
2025-10-04,4,What I Want,Morgan Wallen Featuring Tate McRae,4,1,19
2025-10-04,5,Your Idol,"Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee",6,4,14
2025-10-04,6,Manchild,Sabrina Carpenter,3,1,16
2025-10-04,7,Lose Control,Teddy Swims,9,1,110
2025-10-04,8,Daisies,Justin Bieber,8,2,11
2025-10-04,9,Love Me Not,Ravyn Lenae,7,5,26
2025-10-04,10,Die With A Smile,Lady Gaga & Bruno Mars,11,1,58
2025-10-04,11,I Got Better,Morgan Wallen,13,7,19
2025-10-04,12,Mutt,Leon Thomas,14,12,34
2025-10-04,13,How It's Done,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",10,8,13
2025-10-04,14,Beautiful Things,Benson Boone,16,2,87
2025-10-04,15,A Bar Song (Tipsy),Shaboozey,15,1,76
2025-10-04,16,Undressed,sombr,18,16,25
2025-10-04,17,Tears,Sabrina Carpenter,12,3,4
2025-10-04,18,Just In Case,Morgan Wallen,17,2,27
2025-10-04,19,Pink Pony Club,Chappell Roan,22,4,67
2025-10-04,20,Good News,Shaboozey,20,12,44
2025-10-04,21,What It Sounds Like,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",19,15,13
2025-10-04,22,Folded,Kehlani,29,22,15
2025-10-04,23,Back To Friends,sombr,23,23,26
2025-10-04,24,I'm The Problem,Morgan Wallen,21,2,34
2025-10-04,25,Man I Need,Olivia Dean,30,25,5
2025-10-04,26,Safe,Cardi B Featuring Kehlani,0,26,1
2025-10-04,27,Mystical Magical,Benson Boone,25,17,22
2025-10-04,28,Luther,Kendrick Lamar & SZA,26,1,44
2025-10-04,29,Takedown,"HUNTR/X: EJAE, Audrey Nuna & REI AMI",24,21,13
2025-10-04,30,Free,"Rumi, JINU, EJAE & Andrew Choi",27,23,13
2025-10-04,31,It Depends,Chris Brown Featuring Bryson Tiller,34,31,9
2025-10-04,32,When Did You Get Hot?,Sabrina Carpenter,31,17,4
2025-10-04,33,Bottle Rockets,Scotty McCreery & Hootie & The Blowfish,38,33,14
2025-10-04,34,Burning Blue,Mariah the Scientist,33,25,21
2025-10-04,35,Yukon,Justin Bieber,32,17,11
2025-10-04,36,All The Way,BigXthaPlug Featuring Bailey Zimmerman,35,4,25
2025-10-04,37,Magnet,Cardi B,0,37,1
2025-10-04,38,Romantic Homicide,d4vd,0,33,21
2025-10-04,39,Sorry I'm Here For Someone Else,Benson Boone,37,19,30
2025-10-04,40,Happen To Me,Russell Dickerson,28,28,23
2025-10-04,41,No Broke Boys,Disco Lines & Tinashe,39,39,11
2025-10-04,42,Outside,Cardi B,93,10,14
2025-10-04,43,Pretty & Petty,Cardi B,0,43,1
2025-10-04,44,Bar None,Jordan Davis,43,43,12
2025-10-04,45,Pick It Up,Cardi B Featuring Selena Gomez,0,45,1
2025-10-04,46,Hello,Cardi B,0,46,1
2025-10-04,47,Dead,Cardi B Featuring Summer Walker,0,47,1
2025-10-04,48,12 To 12,sombr,41,41,6
2025-10-04,49,Hell At Night,BigXthaPlug Featuring Ella Langley,51,35,7
2025-10-04,50,Worst Way,Riley Green,42,20,37
2025-10-04,51,Nobody's Son,Sabrina Carpenter,36,12,4
2025-10-04,52,Revolving Door,Tate McRae,46,22,24
2025-10-04,53,Bodega Baddie,Cardi B,0,53,1
2025-10-04,54,Back In The Saddle,Luke Combs,47,38,9
2025-10-04,55,Sugar On My Tongue,"Tyler, the Creator",52,41,10
2025-10-04,56,Gabriela,KATSEYE,45,45,10
2025-10-04,57,Jealous Type,Doja Cat,49,28,5
2025-10-04,58,House Again,Hudson Westbrook,54,54,23
2025-10-04,59,Somewhere Over Laredo,Lainey Wilson,57,54,12
2025-10-04,60,The Dead Dance,Lady Gaga,44,40,3
2025-10-04,61,Wildflower,Billie Eilish,65,17,67
2025-10-04,62,6 Months Later,Megan Moroney,56,30,14
